Позывной,Гос. номер,Расстояние,Стоимость,Наличными,Безнал,Подача,Маршрут,Статус,Тип оплаты,Зачисление,Оценка
74715,AE8901OT,4.05,58.00,0.00,58.00,22-05-2021 20:53,"Бизнес центр Печерск Центр (Заднепровского Михаила ул. 13)  - Липинского улица, 4Б ",Выполнен,Безналичная оплата,На баланс,1
184596,AE1268OX,5.84,66.00,66.00,0.00,22-05-2021 20:50,"Валерия Лобановского проспект, 72  - ТЦ ЦУМ (ул. Крещатик, 38) ",Выполнен,Оплата наличными,Оплата наличными,5
189562,AE4780OX,26.46,243.00,0.00,243.00,22-05-2021 20:38,Метро Арсенальная  - вул. Лесі Українки ,Выполнен,Безналичная оплата,На баланс,
184596,AE1268OX,7.12,74.00,0.00,74.00,22-05-2021 20:30,"Коновальца Евгения улица, 26А  - Севастопольская площадь, 1 ",Выполнен,Безналичная оплата,На баланс,5
74715,AE8901OT,2.79,56.00,56.00,0.00,22-05-2021 20:22,"Ботанічний сад ім. Гришка (вул. Тимірязєвська, 1)  - Konovaltsia Yevhena street, 37 ",Выполнен,Оплата наличными,Оплата наличными,5
189562,AE4780OX,18.12,177.00,0.00,177.00,22-05-2021 19:51,"Садовая 14-я улица (Оболонь), 15  - Ресторан Молодість (вул. Московська, 8) ",Выполнен,Безналичная оплата,На баланс,
184596,AE1268OX22-05-2021 19:41,"1-я Государственная нотариальная контора (ул. Михаила Коцюбинского, 12)  - Старокиївська вулиця (Козин) ",Отменен,Безналичная оплата,На баланс,5
101768,AE2982OA,3.85,80.00,80.00,0.00,22-05-2021 19:38,"Patriarkha Mstyslava Skrypnyka street, 40А  - Ресторан Стейкхаус Steakhouse (Владимирская ул. 49А) ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX22-05-2021 19:29,"Старовокзальная улица, 13  - Бажана Николая проспект, 8 ",Отменен,Оплата наличными,Оплата наличными,5
101768,AE2982OA22-05-2021 19:25,"Khoryva street, 24  - Метро Кловская ",Отменен,Безналичная оплата,На баланс,5
184596,AE1268OX22-05-2021 19:23,"Saksahanskoho Street  - Железнодорожный вокзал Киев-Пассажирский (Вокзальная площадь, 1) ",Отменен,Оплата наличными,Оплата наличными,5
184596,AE1268OX,7.41,120.00,120.00,0.00,22-05-2021 18:54,"ЖК Family and Friends (Новопольова вул. 2)  - Bohdana Khmelnytskoho street, 72 ",Выполнен,Оплата наличными,Оплата наличными,5
101768,AE2982OA,8.25,152.00,0.00,152.00,22-05-2021 18:29,"Предславинская улица, 55  - Closer (Nyzhnoiurkivska street, 31) ",Выполнен,Безналичная оплата,На баланс,
191232,AE1173OX,6.55,85.00,0.00,85.00,22-05-2021 18:21,"Сальского Владимира улица, 18  - ТРЦ Ретровиль (просп. Правды, 47) ",Выполнен,Безналичная оплата,На баланс,5
74715,AE8901OT,2.67,76.00,76.00,0.00,22-05-2021 18:07,"Ивана Мазепы улица, 3  - Лейпцигская улица, 2/37 ",Выполнен,Оплата наличными,Оплата наличными,5
101768,AE2982OA,8.48,150.00,0.00,150.00,22-05-2021 17:59,"Просвещения улица, 16А  - Ботанический сад им. Гришко (ул. Тимирязевская, 1) ",Выполнен,Безналичная оплата,На баланс,5
74715,AE8901OT,4.02,81.00,0.00,81.00,22-05-2021 17:41,"Гостиница Хостел Борщ, Borscht (ул. Большая Васильковская, 43/16)  - Good Wine (Mechnykova street, 9)  - Ивана Мазепы улица, 6 ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX,26.37,208.00,0.00,208.00,22-05-2021 17:24,"ТЦ Мануфактура (Ходосовка, Днепровское шоссе, 2)  - ТРЦ Космополит (ул. Гетьмана Вадима, 6А) ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,15.47,126.00,0.00,126.00,22-05-2021 17:18,"Кибальчича Николая улица, 16  - Гетьмана Вадима улица, 22Б ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX22-05-2021 17:15,"вулиця Ягідна  - Шкільна вулиця (Новосілки), 35 ",Отменен,Безналичная оплата,На баланс,
189562,AE4780OX,27.49,206.00,0.00,206.00,22-05-2021 16:57,"Ресторан Рио-гранде (ул.Тимошенко 18)  - Матыкина Генерала улица (Конче Заспа), 12 ",Выполнен,Безналичная оплата,На баланс,
74715,AE8901OT,2.95,79.00,79.00,0.00,22-05-2021 16:53,"Кловский спуск, 4  - Антоновича Владимира улица, 48А ",Выполнен,Оплата наличными,Оплата наличными,5
76738,AE3861MC,27.98,255.00,0.00,255.00,22-05-2021 16:51,"Дубовая улица (Подгорцы), 24  - Березняковская улица, 16А ",Выполнен,Безналичная оплата,На баланс,5
101768,AE2982OA,1.65,85.00,0.00,85.00,22-05-2021 16:40,"Zhylianska street, 68  - Большая Васильковская улица, 71 ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX,25.97,212.00,212.00,0.00,22-05-2021 16:19,"Спасская улица, 22  - Киевская улица (Ходосовка), 33 ",Выполнен,Оплата наличными,Оплата наличными,5
101768,AE2982OA,6.31,154.00,0.00,154.00,22-05-2021 16:11,"Restoran Veranda (Naberezhne highway, 11A)  - Lesi Ukrainky boulevard, 10 ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,24.91,264.00,264.00,0.00,22-05-2021 16:11,"ЖК София (Софиевская Борщаговка; Боголюбова ул. 20)  - Шухевича Романа проспект, 26В ",Выполнен,Оплата наличными,Оплата наличными,
76738,AE3861MC,18.14,187.00,0.00,187.00,22-05-2021 16:10,"Мейтуса Композитора улица, 2/50  - Супермаркет МегаМаркет (Ходосовка, Днепровское шоссе, 1) ",Выполнен,Безналичная оплата,На баланс,5
75094,AE8912OT,10.34,111.00,0.00,111.00,22-05-2021 16:07,"Золотая улица, 49  - Ващенко Григория улица, 1 ",Выполнен,Безналичная оплата,На баланс,5
75094,AE8912OT22-05-2021 15:54,"Миропольская улица, 39  - Руденко Ларисы улица, 21А ",Отменен,Безналичная оплата,На баланс,5
75094,AE8912OT22-05-2021 15:49,"вулиця Воскресенська, 18  - Ахматовой Анны улица, 22  - Днепровская Набережная, 28 ",Отменен,Безналичная оплата,На баланс,
184077,AE3690PB,11.24,178.00,178.00,0.00,22-05-2021 15:35,"Гаврилишина улица, 1/28  - Приозерная улица, 10 ",Выполнен,Оплата наличными,Оплата наличными,5
189562,AE4780OX,39.85,534.00,0.00,534.00,22-05-2021 15:10,"Вацлава Гавела бульвар, 15  - Победы проспект, 67К  - Леси Украинки улица (Вишневое), 74В  - Ресторан Меня Мусаши (Оболонский проспект, 1Б) ",Выполнен,Безналичная оплата,На баланс,
191232,AE1173OX,18.33,227.00,227.00,0.00,22-05-2021 15:10,"Правди проспект, 70/1  - Шалімова Академіка вулиця (Софіївська Борщагівка), 69 ",Выполнен,Оплата наличными,Оплата наличными,5
184077,AE3690PB,5.71,109.00,109.00,0.00,22-05-2021 15:02,"Кафе Chicago 44 (ул. Антоновича, 44)  - Белорусская улица, 36А ",Выполнен,Оплата наличными,Оплата наличными,
76738,AE3861MC,23.48,353.00,353.00,0.00,22-05-2021 15:00,"вулиця Бударіна, 9  - Котельникова Михаила улица, 3  - Гвардейская улица, 80 ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX,14.19,178.00,178.00,0.00,22-05-2021 14:55,"Ресторан Виктория Фемили, Viktoriya Family (ул. Тулузы, 3Б)  - Воздвиженская улица, 60А ",Выполнен,Оплата наличными,Оплата наличными,5
74715,AE8901OT,3.87,140.00,0.00,140.00,22-05-2021 14:43,"Повітрофлотський проспект, 17Б  - Стрілецька вулиця, 7/6 ",Выполнен,Безналичная оплата,На баланс,5
101768,AE2982OA22-05-2021 14:33,"Соборна вулиця (Софіївська Борщагівка), 124  - Метро Теремки (в сторону Центру) ",Отменен,Безналичная оплата,На баланс,
75094,AE8912OT,33.57,253.00,253.00,0.00,22-05-2021 14:18,"Есенина улица (Ирпень), 31  - Аболмасова Андрея улица, 7 ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,17.04,177.00,177.00,0.00,22-05-2021 14:16,"Симиренко улица, 12В  - Светлицкого улица, 31/7 ",Выполнен,Оплата наличными,Оплата наличными,5
